Date,Close,High,Low,Open,Volume,ticker
2024-06-18,135.5146484375,136.26428691629846,130.62700616579136,131.07678620278367,294335100,NVDA
2024-06-20,130.71697998046875,140.69216665961412,129.45759262565218,139.73263779444994,517768400,NVDA
2024-06-21,126.50900268554688,130.5670512631637,124.24010000634735,127.05874067811743,649445800,NVDA
2024-06-24,118.0530776977539,124.40001580098117,117.98311173916277,123.1806025577778,476060900,NVDA
2024-06-25,126.02922821044922,126.43903427437067,119.26249431645674,121.14158551930763,414192600,NVDA
2024-06-26,126.33909606933594,128.05826088696048,122.54092403749853,126.06922189761302,362975900,NVDA
2024-06-27,123.93025207519531,126.34909177016176,122.86076797014964,124.04019968068097,252571700,NVDA
2024-06-28,123.48046875,127.648457456266,122.69084852465333,124.5199685039101,315516700,NVDA
2024-07-01,124.24010467529297,124.7798377464592,118.77273936918628,123.41050281013469,284885500,NVDA
2024-07-02,122.61088562011719,123.35053451744282,120.97167651778796,121.07162680437523,218374000,NVDA
2024-07-03,128.21817016601562,128.21817016601562,121.30150730962696,121.60136576540062,215749000,NVDA
2024-07-05,125.76936340332031,128.78791231292527,125.61943416430904,127.31861187118912,214176700,NVDA
2024-07-08,128.13819885253906,130.70696731901708,126.9787619894619,127.42854201917729,237677300,NVDA
2024-07-09,131.3166961669922,133.7555228326683,128.58800070420872,130.28719371816868,285366600,NVDA
2024-07-10,134.84500122070312,135.03491211498738,132.35619546389498,133.965420342518,248978600,NVDA
2024-07-11,127.338623046875,136.08439986633,126.98879319421182,135.68459867798285,374782700,NVDA
2024-07-12,129.17774963378906,131.856451337425,127.15871841221467,128.19821072594715,252680500,NVDA
2024-07-15,128.3780975341797,131.3266726567918,127.11870268784229,130.49707086610906,208326200,NVDA
2024-07-16,126.2990951538086,128.97779607447222,124.5199543330253,128.37809442503013,214769500,NVDA
2024-07-17,117.9331283569336,121.79126850169425,116.66374383425097,121.29150949460832,390086200,NVDA
2024-07-18,121.0316390991211,122.34101295266511,116.50382347473696,121.79127496540796,320979500,NVDA
2024-07-19,117.87317657470703,121.5414063811811,117.31344884694725,120.29200868477562,217223800,NVDA
2024-07-22,123.48046875,124.01021213043963,119.8022417845173,120.29200352530061,258068900,NVDA
2024-07-23,122.53092193603516,124.62991607602876,122.04116019537173,122.72083281792666,173911000,NVDA
2024-07-24,114.19493103027344,119.89218055655165,113.38532389383315,119.11255773987328,327776900,NVDA
2024-07-25,112.22588348388672,116.57378540069556,106.24876991914482,112.98551932388845,460067000,NVDA
2024-07-26,113.00550842285156,116.14399449340688,111.52622597755057,116.13400480341201,293399100,NVDA
2024-07-29,111.53620910644531,116.22395093081532,111.24635559929368,113.63520299096253,248152100,NVDA
2024-07-30,103.68000793457031,111.93602131829121,102.49057904635741,111.46624662712419,486833300,NVDA
2024-07-31,116.96359252929688,118.28295597890576,110.82655264429766,112.84558326649312,473174200,NVDA
2024-08-01,109.1573715209961,120.1020993651303,106.75852653969832,117.4733618639685,523462300,NVDA
2024-08-02,107.2182846069336,108.66759017560734,101.32113494189423,103.70998217587321,482027500,NVDA
2024-08-05,100.40159606933594,103.3601765320247,90.64630432334224,92.01563932136813,552842400,NVDA
2024-08-06,104.19976043701172,107.65809209854007,100.50154657010994,103.78995436151921,409012100,NVDA
2024-08-07,98.86233520507812,108.74756823143176,98.64244001125142,107.75803985921162,411440400,NVDA
2024-08-08,104.9194107055664,105.44915405082541,97.47299667346623,101.95084088326249,391910000,NVDA
2024-08-09,104.69952392578125,106.54863093775165,103.3801603016259,105.58909444979487,290844200,NVDA
2024-08-12,108.96746063232422,111.01647580125626,106.20879614847053,106.26876479464013,325559900,NVDA
2024-08-13,116.08403015136719,116.17399074467681,111.52623010948827,112.38581627538197,312646700,NVDA
2024-08-14,118.0230941772461,118.54284021234767,114.01502462748074,118.47287425328174,339246400,NVDA
2024-08-15,122.8008041381836,123.1806183011187,117.41340176096612,118.70278112755229,318086700,NVDA
2024-08-16,124.51995849609375,124.93975424016854,121.12159565561768,121.88123149659879,302589900,NVDA
2024-08-19,129.93734741210938,129.93734741210938,123.36051676677039,124.22010290586175,318333600,NVDA
2024-08-20,127.18868255615234,129.81742012912812,125.82933728380516,128.33812230971984,300087400,NVDA
2024-08-21,128.4380645751953,129.28766098618868,126.59895509298427,127.25863301570179,257883600,NVDA
2024-08-22,123.68037414550781,130.68699853485288,123.04068313749794,129.95735455339707,376189100,NVDA
2024-08-23,129.30764770507812,129.53754784197983,125.15965381933411,125.79934477343178,323230300,NVDA
2024-08-26,126.3990478515625,131.196729770517,124.31005885081005,129.50755712849073,331964700,NVDA
2024-08-27,128.23817443847656,129.1377346219971,123.82029866993177,124.98974063480068,303134600,NVDA
2024-08-28,125.54946899414062,128.26815944285755,122.580899020736,128.05825393148814,448101100,NVDA
2024-08-29,117.5333251953125,124.37003270157089,116.65375204642187,121.30151255769351,453023300,NVDA
2024-08-30,119.31248474121094,121.6913352015347,117.1635191858143,119.47240368041436,333751600,NVDA
2024-09-03,107.94795227050781,116.15399476413343,107.238295351223,115.95409419910477,477155100,NVDA
2024-09-04,106.15880584716797,113.21540048575886,104.06981688786142,105.35919602273194,372470300,NVDA
2024-09-05,107.15833282470703,109.5971593888533,104.70951657024186,104.93940145906154,306850700,NVDA
2024-09-06,102.78044891357422,108.09788494505915,100.90134998938433,107.98793734308131,413638100,NVDA
2024-09-09,106.41868591308594,106.49864918568733,103.64002700878578,104.8294482794324,273912000,NVDA
2024-09-10,108.04788970947266,109.34726610485653,104.89940661736314,107.7580285866342,268283700,NVDA
2024-09-11,116.85365295410156,117.13351677378026,107.36822165058582,109.33727332924734,441422400,NVDA
2024-09-12,119.0927734375,120.7421209186122,115.33426173002456,116.79368208487448,366052700,NVDA
2024-09-13,119.05278778076172,119.91244749081417,117.55338237388469,119.03279906427295,238358300,NVDA
2024-09-16,116.73371124267578,118.1331578565614,114.31467227697621,116.74370941440674,248772300,NVDA
2024-09-17,115.54417419433594,118.75290839853001,114.78448096424103,118.12315326201993,231925900,NVDA
2024-09-18,113.32505798339844,117.65333558843457,113.17511592459984,115.84405559100924,310318900,NVDA
2024-09-19,117.82328033447266,119.61257171272585,117.20352335036759,117.30348218615993,293506400,NVDA
2024-09-20,115.95401763916016,118.57298181753792,115.3442588328446,117.01359501507952,382462400,NVDA
2024-09-23,116.21391296386719,116.94361929782039,114.81446644323901,116.50379891378353,206228500,NVDA
2024-09-24,120.82209014892578,121.75172180406905,115.33426088161053,116.47380837806097,354966800,NVDA
2024-09-25,123.46104431152344,124.89047778241,121.56179592255684,121.97162943795686,284692900,NVDA
2024-09-26,123.9908218383789,127.61937987933592,121.75171208350119,126.7497296956914,302582900,NVDA
2024-09-27,121.35187530517578,123.98082995705606,119.21272426875333,123.92085618310571,271009200,NVDA
2024-09-30,121.3918685913086,121.451842369324,118.10317169758383,118.26310431441512,226553700,NVDA
2024-10-01,116.95361328125,122.39145893750027,115.74409392230913,121.72171877480598,302094500,NVDA
2024-10-02,118.80288696289062,119.33267565347262,115.09435850244638,116.39384623986545,221845900,NVDA
2024-10-03,122.80130767822266,124.31071133495183,120.29230036497337,120.872072316084,277118000,NVDA
2024-10-04,124.8704833984375,124.99043857930913,121.78171184810518,124.890479741768,243678100,NVDA
2024-10-07,127.66937255859375,130.58821322989388,124.9004663256647,124.94045138468705,346250200,NVDA
2024-10-08,132.83731079101562,133.42707320550807,129.36868536610157,130.20834865989482,285722500,NVDA
2024-10-09,132.597412109375,134.46668122269037,131.32792651292905,134.0568400839603,246191600,NVDA
2024-10-10,134.75656127929688,134.94648840712318,130.94807393580103,131.8577168886846,242311300,NVDA
2024-10-11,134.74656677246094,135.72617401836632,133.60701929174726,133.9568713960576,170209500,NVDA
2024-10-14,138.01527404785156,139.54466630986312,136.24597143489578,136.4159022137037,232347700,NVDA
2024-10-15,131.54783630371094,138.5150744275185,128.68896947491228,137.8153397242487,377831000,NVDA
2024-10-16,135.66619873046875,136.56583584893667,131.527840530584,133.92688301499192,264879700,NVDA
2024-10-17,136.87570190429688,140.83413853249198,136.81572813387166,139.28475003463748,306435900,NVDA
2024-10-18,137.94529724121094,138.8449343829922,137.22558142668973,138.61502982502418,176090200,NVDA
2024-10-21,143.6530303955078,143.6530303955078,137.94528751258602,138.07524085271365,264554500,NVDA
2024-10-22,143.5330810546875,144.3627538949317,141.72380093133486,142.85335791004843,226311600,NVDA
2024-10-23,139.50466918945312,142.37352650102258,137.40551088320953,141.97369118156848,285930000,NVDA
2024-10-24,140.35433959960938,141.293969386979,138.40511570705533,140.76418072009866,172354900,NVDA
2024-10-25,141.48388671875,144.0728716327459,140.74418981710016,140.8741279131319,205122100,NVDA
2024-10-28,140.4643096923828,143.08326638426843,139.99449475491215,142.9433224828564,173586700,NVDA
2024-10-29,141.19400024414062,142.20359433012132,138.8449258203989,140.23437413304583,157593600,NVDA
2024-10-30,139.28475952148438,140.27437255912164,136.75576367804047,139.48467718743143,179418100,NVDA
2024-10-31,132.70736694335938,137.55545044959692,132.05763071180766,137.54545990469654,270039600,NVDA
2024-11-01,135.34632873535156,137.25557537634637,134.5166711244238,134.64660922766117,207127800,NVDA
2024-11-04,135.99607849121094,138.90492874894582,135.51627301400697,137.15562237613318,187528200,NVDA
2024-11-05,139.8545379638672,140.31434706066804,137.27555894461494,137.39550649112996,160537400,NVDA
2024-11-06,145.5522918701172,146.4319479858603,141.90374455387283,142.90334822985668,242043900,NVDA
2024-11-07,148.82098388671875,148.87095186286027,146.11205150983724,146.33196551472386,207323300,NVDA
2024-11-08,147.57147216796875,149.7106230852884,146.20200497714438,148.7110195677981,175665800,NVDA
2024-11-11,145.20240783691406,148.7909962143961,143.51309063046196,148.62105018654825,182325600,NVDA
2024-11-12,148.23118591308594,149.59064718789998,145.952091313065,146.72179022487757,198634700,NVDA
2024-11-13,146.21202087402344,149.27080540839845,145.84215717514013,149.01091396688446,191903300,NVDA
2024-11-14,146.7018280029297,148.94094569769402,145.49231611296014,147.5814841067195,194463300,NVDA
2024-11-15,141.9237060546875,145.18242335032573,140.02446543358045,144.81255966940228,250132900,NVDA
2024-11-18,140.0944366455078,141.4938908192372,137.0956258838966,139.4447004149215,221205300,NVDA
2024-11-19,146.95172119140625,147.07168399645053,140.9341184421503,141.26398946372595,227834900,NVDA
2024-11-20,145.83216857910156,147.5015047606034,142.67341754276418,147.3515703217148,309871700,NVDA
2024-11-21,146.6118621826172,152.8293979645091,140.64422730754492,149.290807835149,400946600,NVDA
2024-11-22,141.89373779296875,147.1016796207282,141.0440838257902,145.8721561256333,236406200,NVDA
2024-11-25,135.96607971191406,141.99368792347047,135.7661620516237,141.93371415065735,344941900,NVDA
2024-11-26,136.86570739746094,139.24476857370792,135.61620304064866,137.6453968958927,190287700,NVDA
2024-11-27,135.28634643554688,137.16560606875765,131.74775643225163,134.95647541996794,226370900,NVDA
2024-11-29,138.19520568847656,139.29477581313424,135.99608069190262,136.7257870913165,141863200,NVDA
2024-12-02,138.57504272460938,140.39431322408433,137.76536630294407,138.77496038075373,171682800,NVDA
2024-12-03,140.20440673828125,140.48429454860658,137.8953246767264,138.2051993772479,164414000,NVDA
2024-12-04,145.08245849609375,145.73219470186731,140.23437518220274,141.94370396224937,231224300,NVDA
2024-12-05,145.0124969482422,146.49200804389403,143.9028598130552,145.06248362625453,172621200,NVDA
2024-12-06,142.3933563232422,145.65228325014007,141.26372149336697,144.5526526293818,188505600,NVDA
2024-12-09,138.76454162597656,139.90416770148084,137.08509909525122,138.92449289189105,189308600,NVDA
2024-12-10,135.0257568359375,141.77354545828368,133.74616214517607,138.96445323342698,210020900,NVDA
2024-12-11,139.26437377929688,140.1240927409604,135.16572567436427,137.31501545162718,184905200,NVDA
2024-12-12,137.29501342773438,138.39465924672223,135.75552453494274,137.03510407678786,159211400,NVDA
2024-12-13,134.20602416992188,139.55427778956917,132.4965775973186,138.89449032268433,231514900,NVDA
2024-12-16,131.95675659179688,134.35596424649526,130.37727237183418,134.13603509853905,237951100,NVDA
2024-12-17,130.3472900390625,131.54689392732612,126.81844751374322,129.04771280436398,259410300,NVDA
2024-12-18,128.86778259277344,136.6552244722092,128.23798405143236,133.8161583001621,277444500,NVDA
2024-12-19,130.63719177246094,133.98610066679845,129.5075722477592,131.71683987642237,209719200,NVDA
2024-12-20,134.65586853027344,135.2356803497186,128.1779956829599,129.76747112979962,306528600,NVDA
2024-12-23,139.62423706054688,139.7441928628519,135.07572475974197,136.23534836132282,176053500,NVDA
2024-12-24,140.174072265625,141.85351466107915,138.60457919611483,139.9541431061549,105157000,NVDA
2024-12-26,139.88417053222656,140.8038826879709,137.68489400548984,139.65425012018665,116205600,NVDA
2024-12-27,136.96510314941406,138.9744543348593,134.66586894799497,138.5046071101684,170582600,NVDA
2024-12-30,137.4449462890625,140.22403398735426,133.97608228188028,134.78581438230358,167734700,NVDA
2024-12-31,134.2460174560547,138.02479365615312,133.7861766339878,137.98479821279548,155659200,NVDA
2025-01-02,138.26470947265625,138.83453015425235,134.58592176996075,135.95546829733047,198247200,NVDA
2025-01-03,144.4226837158203,144.85253555834646,139.68423069189672,139.96413776465596,229322500,NVDA
2025-01-06,149.3810577392578,152.11017470884985,147.77159962141576,148.54133648113356,265377400,NVDA
2025-01-07,140.09410095214844,153.07985197865167,139.96413864833562,152.97987862898157,351782200,NVDA
2025-01-08,140.06410217285156,143.90284057175748,137.51493447299714,142.5332942493383,227349900,NVDA
2025-01-10,135.86549377441406,139.87417502688794,134.17604480086774,137.40498271998055,207602500,NVDA
2025-01-13,133.18637084960938,133.44629547754278,129.46758770744978,129.94744151880715,204808900,NVDA
2025-01-14,131.71682739257812,136.33532416409136,130.00739616366573,136.00543044799826,195590500,NVDA
2025-01-15,136.1953887939453,136.4053114797544,131.24699764678536,133.60622538989423,185217300,NVDA
2025-01-16,133.5262451171875,138.70454064615834,133.44626949753135,138.59457607585483,209235600,NVDA
2025-01-17,137.66490173339844,138.45463626831489,135.41563868932835,136.6452315490251,201188800,NVDA
2025-01-21,140.78387451171875,141.78354697270905,137.0450940162502,139.1144233323199,197749000,NVDA
2025-01-22,147.02183532714844,147.74158546149795,143.62293982675303,144.61262104889417,237651400,NVDA
2025-01-23,147.17178344726562,147.18177468068177,143.67292977388993,145.0024960002277,155915500,NVDA
2025-01-24,142.5732879638672,148.92121448023644,141.8335400716498,148.32140487495408,234657600,NVDA
2025-01-27,118.38121032714844,128.3579371600633,116.66177248371496,124.75912547322825,818830900,NVDA
2025-01-28,128.94775390625,128.95774513931468,116.21192149182427,121.77009783396647,579666400,NVDA
2025-01-29,123.65947723388672,126.8484347440811,120.01067894543576,126.45856310434583,467120600,NVDA
2025-01-30,124.60917663574219,124.9590604797062,118.06131881584726,123.05968123503551,392925500,NVDA
2025-01-31,120.03067016601562,127.80812056780856,119.15096116009843,123.73945402173636,388161100,NVDA
2025-02-03,116.62179565429688,118.53116613291392,112.9729895620065,114.71241754878405,371235700,NVDA
2025-02-04,118.61112976074219,121.16028976109213,116.66176403787988,116.92168099297385,256550000,NVDA
2025-02-05,124.78912353515625,124.95906603450811,120.7204566501485,121.72012917842457,262230800,NVDA
2025-02-06,128.6378631591797,128.72784528628156,125.16900563533248,127.37828117148048,251483600,NVDA
2025-02-07,129.79747009277344,130.32729528258605,124.95905898960582,129.17767804139822,228186300,NVDA
2025-02-10,133.5262451171875,134.95576927734325,129.91742726932324,130.04737430419848,216989100,NVDA
2025-02-11,132.7565155029297,134.43595803743202,130.9770996135579,132.5365863252507,178902400,NVDA
2025-02-12,131.0970458984375,132.19669170682792,129.03772306980744,129.97741762356085,160278600,NVDA
2025-02-13,135.24566650390625,136.455276767875,131.12702127315083,131.51689288233604,197430000,NVDA
2025-02-14,138.8045196533203,139.20438251414282,135.45561099221797,136.43528567888637,195479600,NVDA
2025-02-18,139.35433959960938,143.3930250185803,137.8848198127303,141.22373753647113,219176600,NVDA
2025-02-19,139.18438720703125,141.3136943495984,137.17505112782226,139.46429426521587,167536000,NVDA
2025-02-20,140.06410217285156,140.61392504988532,136.74518244514988,139.98412654948388,143903600,NVDA
2025-02-21,134.38595581054688,141.41366694156105,133.98609294492073,139.99411868487,228217600,NVDA
2025-02-24,130.23733520507812,138.544611438826,130.03740375103862,136.51527743543022,251381100,NVDA
2025-02-25,126.58851623535156,130.15734648197986,124.39923881429249,129.93741732851836,271428700,NVDA
2025-02-26,131.23699951171875,133.68619399137987,128.44792005609298,129.9474287481865,322553800,NVDA
2025-02-27,120.11064147949219,134.96576646206714,119.97068795236893,134.95577522934062,443175800,NVDA
2025-02-28,124.87908172607422,125.04902421361967,116.36187573271177,117.98134023479652,389091100,NVDA
2025-03-03,114.02263641357422,123.65947815441595,112.2432206852501,123.46954557652553,411381400,NVDA
2025-03-04,115.9520034790039,119.27091565466138,110.07393231302608,110.61375634258967,398163300,NVDA
2025-03-05,117.2615737915039,118.24124845757764,114.47248692259635,117.54148083895355,284337900,NVDA
2025-03-06,110.53378295898438,115.31221606989396,110.18389912538346,113.49281250827367,321181900,NVDA
2025-03-07,112.65309143066406,113.44283358559466,107.52476685365718,111.21356065439609,341755500,NVDA
2025-03-10,106.94495391845703,111.81335349826479,105.42544763902806,109.86399541986671,366487400,NVDA
2025-03-11,108.72437286376953,112.20322856084239,104.73567447790636,106.95494843650206,354865700,NVDA
2025-03-12,115.71273803710938,116.7325020716217,112.85341103244578,114.09312447156262,323857500,NVDA
2025-03-13,115.55277252197266,117.73225924433854,113.76319330991835,117.0024278677365,299033100,NVDA
2025-03-14,121.6413345336914,121.85128414551467,118.12216714928688,118.5820578648422,277593500,NVDA
2025-03-17,119.50183868408203,122.86104771124882,118.00219206936818,122.711081524258,255501500,NVDA
2025-03-18,115.40280151367188,118.99195194008684,114.51301183473794,117.97219563901088,299686900,NVDA
2025-03-19,117.4923095703125,120.4216195833343,115.65274672556286,117.24236846895431,273426200,NVDA
2025-03-20,118.50206756591797,120.17167220516042,116.44255543913019,116.52253841801043,248829700,NVDA
2025-03-21,117.6722640991211,117.9621966837067,115.39280254041711,116.91244866461768,266498500,NVDA
2025-03-24,121.38140106201172,122.19120779583362,119.31188140429414,119.8517551027078,228452500,NVDA
2025-03-25,120.66156768798828,121.26142480153007,118.89198043130345,120.5216012824151,167447200,NVDA
2025-03-26,113.73320007324219,118.81199741904777,112.68344440410922,118.70203035263671,293463300,NVDA
2025-03-27,111.40375518798828,114.42304053099558,110.6339399022949,111.32377219977147,236902100,NVDA
2025-03-28,109.6441650390625,112.84341584506377,109.04430789656145,111.46373602695421,229872500,NVDA
2025-03-31,108.35446166992188,110.9338556226425,103.6255803841977,105.10522740758995,299212700,NVDA
2025-04-01,110.1240463256836,110.17402996737344,106.44491315753294,108.49442552913952,222614000,NVDA
2025-04-02,110.39398193359375,111.95361956622256,106.76483994973236,107.26472214391917,220601200,NVDA
2025-04-03,101.77601623535156,105.60510798745378,101.5760587841681,103.48561239808684,338769400,NVDA
2025-04-04,94.28778076171875,100.10640942744341,92.08830207120735,98.88670323249266,532273800,NVDA
2025-04-07,97.61698913574219,101.72602116602216,86.59958951154498,87.43938789235719,611041300,NVDA
2025-04-08,96.27731323242188,105.82505852328022,94.43774279946976,103.78553826456235,476243400,NVDA
2025-04-09,114.30306243896484,115.07287764897656,97.5070179445592,98.86669810018236,612918300,NVDA
2025-04-10,107.5446548461914,110.83388059600858,99.12664053501021,109.34423379452805,437812400,NVDA
2025-04-11,110.90386199951172,111.52371865557488,107.45467796999777,108.47443427245335,313417300,NVDA
2025-04-14,110.68391418457031,114.2630725146749,109.04430120283689,114.08311462021162,264705000,NVDA
2025-04-15,112.1735610961914,113.5932323217664,110.47396469045397,110.94385517244878,228966900,NVDA
2025-04-16,104.46538543701172,106.76484672728219,100.4263361362673,104.52537649088836,397016900,NVDA
2025-04-17,101.46607971191406,104.44538077133734,100.02642426353728,104.4253812132841,292517500,NVDA
2025-04-21,96.88717651367188,99.41657935183265,95.01761424618036,98.74673137333838,288501100,NVDA
2025-04-22,98.86669921875,99.78648062043173,97.2570779520085,98.75672452641882,241004800,NVDA
2025-04-23,102.68580627441406,104.77531795205407,101.99596635952085,104.49537749742674,247526000,NVDA
2025-04-24,106.40492248535156,106.51489717654988,103.08570507328525,103.45562063709751,220815000,NVDA
2025-04-25,110.98385620117188,111.8936379045766,105.70510100806126,106.82483233532861,251064700,NVDA
2025-04-28,108.70439147949219,110.34400455936343,105.9950231207954,109.66416443154382,207708500,NVDA
2025-04-29,108.99431610107422,110.17403844763395,107.41469407982767,107.64463563001284,170444300,NVDA
2025-04-30,108.89433288574219,108.89433288574219,104.05547701680861,104.44538450923935,235044600,NVDA
2025-05-01,111.58370208740234,114.91291927434723,111.27377757314032,113.05335693358144,236121500,NVDA
2025-05-02,114.47303009033203,115.37281962529518,113.34329900218786,114.15310576985596,190194800,NVDA
2025-05-05,113.7931900024414,114.64298826396649,112.63346720059009,112.88340831442672,133163200,NVDA
2025-05-06,113.51325988769531,114.7129742117387,110.7938992837595,111.4537475013017,158525600,NVDA
2025-05-07,117.03242492675781,117.65228163619798,112.25355204144066,113.02337494499027,206758800,NVDA
2025-05-08,117.34236145019531,118.65205049698933,115.82271514729747,118.22215145930612,198428100,NVDA
2025-05-09,116.62252044677734,118.20215005190205,115.18285724943865,117.32235248570746,132972200,NVDA
2025-05-12,122.97103118896484,122.97103118896484,120.25167057965504,121.94127499373305,225023300,NVDA
2025-05-13,129.89938354492188,131.18908818741485,124.44067836400953,124.95056035306071,330430100,NVDA
2025-05-14,135.30810546875,135.40808800730593,131.6489642323906,133.16861033831793,281180800,NVDA
2025-05-15,134.79823303222656,136.2678878895653,132.6287461607251,134.258351724734,226632600,NVDA
2025-05-16,135.36810302734375,136.31789147723805,133.42857277146337,136.18791721457987,226542500,NVDA
2025-05-19,135.53805541992188,135.83797251007488,132.35879696756518,132.35879696756518,193154600,NVDA
2025-05-20,134.34832763671875,134.54827743990722,132.58873275619902,134.25833725837063,161514200,NVDA
2025-05-21,131.76895141601562,137.36762292180558,130.55922977564506,133.02864907239967,270608700,NVDA
2025-05-22,132.7987060546875,134.21836966107523,131.51900885300861,132.19884131725317,187344000,NVDA
2025-05-23,131.25906372070312,132.64873565144939,129.12957588399638,129.96937433382988,198821300,NVDA
2025-05-27,135.4680633544922,135.6280293045703,133.27857708527512,134.1183754403962,192953600,NVDA
2025-05-28,134.7782440185547,137.2176717346689,134.75824445795843,135.9979578766118,304021100,NVDA
2025-05-29,139.15721130371094,143.45620133736625,137.87751407348716,142.21648797143945,369241900,NVDA
2025-05-30,135.09817504882812,139.58710766728817,132.88868890141003,138.6873257641086,333170900,NVDA
2025-06-02,137.34764099121094,138.08745689917103,135.36809645457458,135.45808684638126,197663100,NVDA
2025-06-03,141.1867218017578,141.9665367692297,137.91748812723765,138.74729436292043,225578800,NVDA
2025-06-04,141.88656616210938,142.3564566649135,139.5071219355859,142.15650682982962,167120800,NVDA
2025-06-05,139.95703125,143.96608121416313,138.79730082341692,142.13651043477643,231397900,NVDA
2025-06-06,141.6865997314453,143.23623746842864,141.47664251332282,142.47640682683559,153986200,NVDA
2025-06-09,142.59640502929688,144.96584183837217,141.9065651342004,143.15627066728982,185114500,NVDA
2025-06-10,143.92608642578125,144.25599524562207,141.4966510569608,142.65638139553192,155881900,NVDA
2025-06-11,142.80625915527344,144.96590375929992,141.84641202362192,144.5859620448177,167694000,NVDA
2025-06-12,144.9759063720703,144.9759063720703,141.82643588786814,141.94641106631286,162365000,NVDA
2025-06-13,141.9464111328125,143.55614422146527,140.82660211679442,142.45632089769495,180820600,NVDA
2025-06-16,144.66595458984375,146.1556971839991,143.1761967394354,143.32618096280035,183133700,NVDA
2025-06-17,144.09603881835938,145.1958620737219,143.75609899624828,144.46598768948277,139108000,NVDA
2025-06-18,145.455810546875,145.62578045463974,143.0962022725339,143.9860537050978,161494100,NVDA
2025-06-20,143.8260955810547,146.17569581398777,142.6262828381709,145.42582047781178,242956200,NVDA
2025-06-23,144.1460418701172,144.7559411184857,142.00639807778802,142.47632119978937,154308900,NVDA
2025-06-24,147.87539672851562,147.93539956519925,145.47580197371775,145.53578955415,187566100,NVDA
2025-06-25,154.28436279296875,154.4243389252029,149.23519867353343,149.24520677628502,269146500,NVDA
2025-06-26,154.99423217773438,156.69394650127538,153.97439748110884,155.95406403411533,198145700,NVDA
2025-06-27,157.72378540039062,158.68363258213975,155.23419369167684,156.01406285223712,263234500,NVDA
2025-06-30,157.96376037597656,158.6336472456001,155.93409881773164,158.37368067249696,194580300,NVDA
2025-07-01,153.2745361328125,157.17388214393176,151.46483925954294,156.26402965591922,213143600,NVDA
2025-07-02,157.22386169433594,157.57380961936815,152.94457434216997,152.9545671877056,171224100,NVDA
2025-07-03,159.3135223388672,160.95324924613055,157.74379112425564,158.34368228178877,143716100,NVDA
2025-07-07,158.21371459960938,159.28352889047815,157.31385497697042,158.17371270193448,140139000,NVDA
2025-07-08,159.97341918945312,160.19338386133896,158.36368604860908,159.3035323273478,138133000,NVDA
2025-07-09,162.85293579101562,164.39267314506114,161.13322041798892,161.1932080055649,183656400,NVDA
